id,gender,raceeth,sexornt,age,educ5,pid7,ideo,abortion,climate_weather,deathpenalty,photoid,tax_mil,trans_discr,blm_ft,fauci_ft,feminists_ft,nra_ft,police_ft,scotus_ft,socialists_ft
218511,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,63,bachelors,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",2. A little,4. Oppose strongly,2. Favor moderately,1. Favor,4. A little,30,40,50,50,85,60,15
218528,2. Female,"1. White, non-Hispanic",2. Homosexual or gay (or lesbian),51,bachelors,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,80,90,90,15,85,45,50
218535,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,40,bachelors,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,1. Favor a great deal,1. Favor,2. A lot,100,100,100,0,40,40,60
218542,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,46,bachelors,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,4. Oppose strongly,4. Neither favor nor oppose,,,,,,,,,
218559,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,48,bachelors,5. Independent-Republican,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,2. Favor not strongly,1. Favor a great deal,2. Oppose,4. A little,30,30,50,30,60,50,0
218573,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,45,bachelors,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,3. Oppose not strongly,6. Oppose moderately,1. Favor,3. A moderate amount,50,100,50,10,80,60,80
218597,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,50,bachelors,2. Not very strong Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,3. Oppose not strongly,2. Favor moderately,1. Favor,2. A lot,70,100,75,40,80,70,60
218603,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,62,some college,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,2. Favor not strongly,1. Favor a great deal,1. Favor,2. A lot,0,40,15,100,100,60,0
218610,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,24,HS,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,3. Favor a little,3. Neither favor nor oppose,2. A lot,0,0,0,100,85,85,50
218627,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,67,post-grad,1. Strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,4. Oppose strongly,2. Favor moderately,1. Favor,1. A great deal,85,100,85,15,50,85,15
218658,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,48,some college,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",3. A moderate amount,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,0,0,50,100,100,60,50
218672,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,39,<HS,3. Independent-Democrat,6. Conservative,"1. By law, abortion should never be permitted",3. A moderate amount,1. Favor strongly,6. Oppose moderately,3. Neither favor nor oppose,3. A moderate amount,100,50,85,,0,50,
218696,1. Male,3. Hispanic,1. Heterosexual or straight,25,some college,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",1. Not at all,1. Favor strongly,1. Favor a great deal,1. Favor,2. A lot,40,40,100,20,40,70,0
218733,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,69,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,6. Oppose moderately,1. Favor,1. A great deal,100,100,100,0,70,15,100
218740,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,25,some college,4. Independent,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,6. Oppose moderately,1. Favor,1. A great deal,100,30,85,50,50,50,50
218757,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,66,post-grad,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,2. Favor not strongly,1. Favor a great deal,1. Favor,2. A lot,0,85,80,85,95,90,0
218764,1. Male,3. Hispanic,1. Heterosexual or straight,61,some college,1. Strong Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,4. A lot,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,40,86,50,70,70,60,40
218771,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,62,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,3. Oppose not strongly,5. Oppose a little,1. Favor,1. A great deal,60,80,60,0,50,30,55
218801,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,38,some college,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",3. A moderate amount,1. Favor strongly,1. Favor a great deal,2. Oppose,2. A lot,30,60,70,100,100,85,0
218818,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,24,HS,4. Independent,5. Slightly conservative,"1. By law, abortion should never be permitted",,1. Favor strongly,7. Oppose a great deal,,,,,,,,,
218825,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,post-grad,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,4. A little,0,60,50,50,100,70,30
218856,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,32,bachelors,6. Not very strong Republican,7. Extremely conservative,"1. By law, abortion should never be permitted",2. A little,1. Favor strongly,1. Favor a great deal,2. Oppose,5. None at all,50,40,50,50,80,80,0
218863,2. Female,3. Hispanic,1. Heterosexual or straight,64,bachelors,7. Strong Republican,7. Extremely conservative,,,2. Favor not strongly,1. Favor a great deal,,,,,,,,,
218870,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,74,bachelors,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,40,85,85,40,100,100,85
218887,1. Male,"2. Black, non-Hispanic",1. Heterosexual or straight,30,some college,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",1. Not at all,4. Oppose strongly,2. Favor moderately,3. Neither favor nor oppose,1. A great deal,40,60,80,60,60,50,60
218917,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,63,bachelors,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,4. Oppose strongly,1. Favor a great deal,1. Favor,2. A lot,85,60,85,60,40,50,60
218924,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,41,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,95,98,95,0,50,35,85
218955,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,67,some college,6. Not very strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,3. Oppose not strongly,1. Favor a great deal,1. Favor,3. A moderate amount,20,50,10,20,50,50,0
218979,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,72,post-grad,3. Independent-Democrat,3. Slightly liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,70,95,70,30,85,60,40
218986,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,22,bachelors,2. Not very strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,5. Oppose a little,1. Favor,1. A great deal,80,90,35,15,70,50,40
218993,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,45,HS,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,100,85,100,0,40,40,50
219019,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,52,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,1. Favor a great deal,1. Favor,1. A great deal,100,15,100,100,100,0,85
219026,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,39,some college,7. Strong Republican,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,4. Oppose strongly,1. Favor a great deal,2. Oppose,4. A little,15,0,0,90,100,75,0
219033,2. Female,3. Hispanic,1. Heterosexual or straight,44,bachelors,1. Strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,2. A lot,85,100,70,0,70,40,50
219040,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,37,bachelors,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,2. Favor not strongly,1. Favor a great deal,1. Favor,3. A moderate amount,15,40,40,50,70,40,0
219057,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,39,HS,5. Independent-Republican,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,0,70,0,100,85,50,50
219064,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,54,bachelors,6. Not very strong Republican,6. Conservative,,2. A little,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,2. A lot,15,40,15,70,85,40,0
219071,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,73,<HS,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,1. Favor a great deal,1. Favor,2. A lot,0,60,40,100,100,70,0
219088,1. Male,3. Hispanic,1. Heterosexual or straight,,bachelors,5. Independent-Republican,6. Conservative,,,1. Favor strongly,1. Favor a great deal,,,,,,,,,
219095,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,56,some college,7. Strong Republican,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,4. A little,0,40,30,100,100,80,0
219101,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,60,HS,1. Strong Democrat,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,1. Favor strongly,6. Oppose moderately,1. Favor,2. A lot,100,100,100,100,100,100,60
219118,2. Female,3. Hispanic,3. Bisexual,29,HS,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,40,100,40,15,50,50,50
219125,3. Refused,,1. Heterosexual or straight,,bachelors,5. Independent-Republican,6. Conservative,"1. By law, abortion should never be permitted",1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,5. None at all,0,0,0,90,95,70,0
219149,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,65,bachelors,7. Strong Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,3. Oppose not strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,0,85,50,85,85,85,0
219156,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,49,some college,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",3. A moderate amount,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,0,70,50,85,85,50,50
219163,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,HS,1. Strong Democrat,3. Slightly liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,2. A lot,70,100,70,0,85,40,50
219170,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,80,post-grad,5. Independent-Republican,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,70,60,50,50,70,70,30
219187,2. Female,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,58,bachelors,1. Strong Democrat,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,2. Favor not strongly,2. Favor moderately,1. Favor,1. A great deal,70,100,70,0,50,70,0
219200,2. Female,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,50,bachelors,5. Independent-Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",,4. Oppose strongly,1. Favor a great deal,,,,,,,,,
219217,2. Female,3. Hispanic,1. Heterosexual or straight,42,some college,4. Independent,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,2. Favor not strongly,2. Favor moderately,2. Oppose,1. A great deal,100,0,60,0,0,0,50
219231,2. Female,3. Hispanic,1. Heterosexual or straight,57,post-grad,1. Strong Democrat,2. Liberal,"1. By law, abortion should never be permitted",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,2. A lot,95,100,95,0,80,80,86
